Topic,Count,Name,Representation,Representative_Docs
143,13,143_akad_seakanakan_subsidi_kritikkritik,"['akad', 'seakanakan', 'subsidi', 'kritikkritik', 'bravo', 'massal', 'seakan', 'hadir', 'ribu', 'terlihat']","['kegiatan akad massal ribu rumah subsidi hari sabtu lalu di serang banten di sini terlihat kalau menlu ri hadir seakan menjawab kritikkritik di luar sana bahwa seakanakan menlu ri tidak hadir dan bekerja bravo', 'kegiatan akad massal ribu rumah subsidi hari sabtu lalu di serang banten di sini terlihat kalau menlu ri hadir seakan menjawab kritikkritik di luar sana bahwa seakanakan menlu ri tidak hadir dan bekerja bravo', 'kegiatan akad massal ribu rumah subsidi hari sabtu lalu di serang banten di sini terlihat kalau menlu ri hadir seakan menjawab kritikkritik di luar sana bahwa seakanakan menlu ri tidak hadir dan bekerja bravo']"
144,12,144_senshuurakunya_tanggal_sekian_pasokan,"['senshuurakunya', 'tanggal', 'sekian', 'pasokan', 'hari', 'kerja', 'donat', 'diposting', 'dipingit', 'apply']","['siapa pihak karimun mau blokir jg menlu aman soalnya lu diposting mulu ga di wa ga dimana ngeri asli smenjak donat pinkan baca iqra', 'yashh btulll sebenernya balik lg ke kebutuhan diri sendiri sih pertimbangan kerja dgn gaji sekian dan jam kerja sekian kesanggupan fisik oge kan diri sendiri nu apal', 'sayangnya gue nggak mau nonton di hari kerja satusatunya jadwal yang pas cuman hari senshuurakunya di tanggal des sedangkan di tanggal tersebut ada acara pribadi yang sangat penting dan nggak bisa ditinggal tapi gue apply senshuurakunya rkj semoga menang']"
145,12,145_geopolitik_catatan_petani_sdmpetaniunggul,"['geopolitik', 'catatan', 'petani', 'sdmpetaniunggul', 'petanigodigital', 'avic', 'geostrategis', 'geografi', 'nahkoda', 'lumbung']","['catatan geostrategis internasional petani indonesia sebagai nahkoda arah bangsabangsa membangun dunia baru sdmpetaniunggul petanigodigital ccpresiden amp kanda menteri', 'siap kandasuksesampsehat selalu kanda menteri laporan catatan geopolitik internasional petani indonesia menuju lumbung pangan dunia yang damai sdmpetaniunggul petanigodigital ccpresiden amp mas', 'catatan geopolitik internasional petani indonesia menuju lumbung pangan dunia yang damai sdmpetaniunggul petanigodigital ccpresident kanda menteri mas']"
146,12,146_rehabilitasi_indonesiabangkit_tanggapbencana_fase,"['rehabilitasi', 'indonesiabangkit', 'tanggapbencana', 'fase', 'jangka', 'negarahadir', 'panjang', 'sumatera', 'prioritas', 'barat']","['pasca banjir dan longsor di aceh sumatera utara dan sumatera barat pemerintah masuk fase rehabilitasi dan rekonstruksi presiden prabowo subianto menegaskan pemulihan jangka panjang sebagai prioritas nasional negarahadir tanggapbencana indonesiabangkit', 'pasca banjir dan longsor di aceh sumatera utara dan sumatera barat pemerintah masuk fase rehabilitasi dan rekonstruksi presiden prabowo subianto menegaskan pemulihan jangka panjang sebagai prioritas nasional negarahadir tanggapbencana indonesiabangkit', 'pasca banjir dan longsor di aceh sumatera utara dan sumatera barat pemerintah masuk fase rehabilitasi dan rekonstruksi presiden prabowo subianto menegaskan pemulihan jangka panjang sebagai prioritas nasional negarahadir tanggapbencana indonesiabangkit']"
147,12,147_menekankan_kilat_diselesaikan_layak,"['menekankan', 'kilat', 'diselesaikan', 'layak', 'konstruksi', 'huniankorbanbencana', 'memulihkan', 'menempati', 'proses', 'aman']","['presiden prabowo menekankan agar proses konstruksi harus diselesaikan secara kilat demi memastikan masyarakat dapat kembali menempati tempat tinggal yg layak dan aman ketersediaan bahan pokok juga akan menjadi pembahasan utama huniankorbanbencana memulihkan warga terdampak', 'presiden prabowo menekankan supaya proses konstruksi segera diselesaikan secara kilat untuk memastikan masyarakat agar bisa kembali menempati tempat tinggal yang layak dan aman huniankorbanbencana memulihkan warga terdampak', 'presiden prabowo menekankan agar proses konstruksi harus diselesaikan secara kilat demi memastikan masyarakat dapat kembali menempati tempat tinggal yang layak dan aman huniankorbanbencana memulihkan warga terdampak']"
148,12,148_huntara_huntap_huniankorbanbencana_hunian,"['huntara', 'huntap', 'huniankorbanbencana', 'hunian', 'memulihkan', 'sumatra', 'terdampak', 'pembangunan', 'sementara', 'warga']","['presiden prabowo perintahkan percepatan huntara dan huntap di sumatra langkah cepat negara hadir untuk memulihkan warga terdampak pascabencana huniankorbanbencana', 'presiden perintah percepatan pembangunan hunian sementara huntara dan hunian tetap huntap bagi seluruh korban bencana di sumatra huniankorbanbencana memulihkan warga terdampak', 'presiden prabowo secara tegas mendesak pembangunan hunian sementara huntara dan hunian tetap huntap bagi seluruh warga di sumatra huniankorbanbencana memulihkan warga terdampak']"
149,12,149_diuji_nabi_firaun_penyakit,"['diuji', 'nabi', 'firaun', 'penyakit', 'kemiskinan', 'nuh', 'ngeres', 'ayyub', 'pemerintahnya', 'planga']","['nabi nuh diuji dengan bencana nabi ayyub diuji dengan penyakit dan kemiskinan nabi musa diuji dengan firaun dan wni diuji dengan bencana penyakit kemiskinan dan pemerintahnya yang mirip firaun dan punya wapres yang planga plongo dan otak yg ngeres', 'nabi nuh diuji dengan bencana nabi ayyub diuji dengan penyakit dan kemiskinan nabi musa diuji dengan firaun dan wni diuji dengan bencana penyakit kemiskinan dan pemerintahnya yang mirip firaun dan punya wapres yang planga plongo dan otak yg ngeres', 'nabi nuh diuji dengan bencana nabi ayyub diuji dengan penyakit dan kemiskinan nabi musa diuji dengan firaun dan wni diuji dengan bencana penyakit kemiskinan dan pemerintahnya yang mirip firaun dan punya wapres yang planga plongo dan otak yg ngeres']"
150,12,150_bajingan_boneka_apakah_jitak,"['bajingan', 'boneka', 'apakah', 'jitak', 'tipu', 'omon', 'para', 'inginkan', 'negera', 'rabb']","['presiden yang itu harus melihat presiden jitak yang bekerja menangani kebingungan warga akan konten jitak dengan sebaik ini', 'presiden bajingan tolol jilid', 'apakah presiden boneka para bajingan apakah presiden boneka para bajingan apakah presiden boneka para bajingan apakah presiden boneka para bajingan apakah presiden boneka para bajingan']"
151,11,151_kemlu_inidiplomasi_koperasi_forum,"['kemlu', 'inidiplomasi', 'koperasi', 'forum', 'pemerintah', 'timur', 'kabinetmerahputih', 'logistik', 'kemenlu', 'bnpb']","['menlu marty natalegawa memperlihatkan bahwa sisa logika orde baru masih hidup dalam politik diplomasi meski soeharto sudah jatuh lebih dari satu dekade negara tetap canggung terhadap narasi yang menyinggung kejahatan militer di timor timur', 'kehadiran kami di forum ini mempertegas komitmen pemerintah indonesia dalam mewujudkan stabilitas dan perdamaian di kawasan timur tengah inidiplomasi bahrain kemlu kemenlu anismatta manamadialogue', 'kolaborasi kemlu dan pemerintah daerah diharapkan dapat berdampak bagi upaya berbagai daerah di indonesia untuk meningkatkan penetrasi ekonomi ke pasar global silaturahim inidiplomasi kemlu kemenlu kabinetmerahputih gubernursulsel makassar']"
152,11,152_tsunami_sby_disaster_aceh,"['tsunami', 'sby', 'disaster', 'aceh', 'ribuan', 'mendampingi', 'bulan', 'video', 'beberapa', 'jepang']","['betul malah sby bs jadi presiden lagi habis menetapkan tsunami bencana nasional', 'presiden tidak punya tongkat nabi musa sby juga gak punya boss tapi sby punya otak untuk mempercepat pemulihan bencana tsunami aceh sby rela tidur di pengungsian agar merasakan penderitaan rakyat aceh jangan terlalu banyak retorika akui bahwa anda tak mampu', 'saat mendampingi sby berkunjung ke lokasi tsunami sendai tahun beberapa bulan setelah tsunami ribuan masyarakat jepang meminta indonesia membantu pm jepang menangani rekonrehab mereka demonstrasi di depan pm yang mendampingi presiden sby mengagetkan bisa']"
153,11,153_australia_pantai_bondi_sydney,"['australia', 'pantai', 'bondi', 'sydney', 'hanukkah', 'sehubungan', 'insiden', 'penembakan', 'perayaan', 'tiba']","['presiden parlemen eropa roberta metsola bereaksi lewat cuitan x sehubungan insiden pantai bondi saya benarbenar ngeri melihat gambargambar yang muncul tentang serangan mengerikan terhadap begitu banyak orang di pantai bondi saat perayaan hanukkah dimulai di sydney', 'presiden volodymyr zelensky bereaksi sehubungan insiden pantai bondi ukraina menyatakan solidaritasnya dengan australia dalam menghadapi serangan teroris brutal di pantai bondi sydney yang menargetkan komunitas yahudi pada awal hanukkah kami menyampaikan belasungkawa kepa', 'kaja kallas wakil presiden komisi eropa sehubungan insiden pantai bondi saya sangat terkejut dengan gambargambar mengerikan dari penembakan saat perayaan hanukkah di pantai bondi australia']"
154,11,154_hambalang_rapat_hunian_korban,"['hambalang', 'rapat', 'hunian', 'korban', 'pembangunan', 'percepatan', 'dorong', 'huniankorbanbencana', 'memulihkan', 'terdampak']","['rapat darurat di hambalang menegaskan fokus presiden prabowo pada percepatan hunian dan pemenuhan kebutuhan dasar korban bencana huniankorbanbencana memulihkan warga terdampak', 'rapat di hambalang presiden prabowo dorong percepat pembangunan hunian korban bencana untuk memulihkan warga terdampak huniankorbanbencana', 'rapat di hambalang presiden prabowo dorong percepatan pembangunan hunian korban bencana huniankorbanbencana memulihkan warga terdampak']"
155,11,155_optimisme_evakuasiprioritas_dukasumateradukakita_pemerintahcepattanggap,"['optimisme', 'evakuasiprioritas', 'dukasumateradukakita', 'pemerintahcepattanggap', 'sinergiuntuknegeri', 'berbagi', 'haru', 'tumbuh', 'empati', 'bertemu']","['haru saat pemimpin datang dengan empati harapan tumbuh presiden prabowo bertemu korban banjir aceh berbagi kekuatan dan optimisme sinergiuntuknegeri pemerintahcepattanggap negarahadir dukasumateradukakita evakuasiprioritas', 'haru saat pemimpin datang dengan empati harapan tumbuh presiden prabowo bertemu korban banjir aceh berbagi kekuatan dan optimisme sinergiuntuknegeri pemerintahcepattanggap negarahadir dukasumateradukakita evakuasiprioritas', 'haru saat pemimpin datang dengan empati harapan tumbuh presiden prabowo bertemu korban banjir aceh berbagi kekuatan dan optimisme sinergiuntuknegeri pemerintahcepattanggap negarahadir dukasumateradukakita evakuasiprioritas']"
156,11,156_nepalkanpejabatbusuk_nepalkan_nepal_melawan,"['nepalkanpejabatbusuk', 'nepalkan', 'nepal', 'melawan', 'putusan', 'tenda', 'pm', 'berpenghuni', 'assegaf', 'genzmilenial']","['presiden prabowo diminta pecat bahlil dan dirut pln buntut kebohongan soal listrik di aceh pulih nepalkanpejabatbusuk nepalkanpejabatbusuk', 'nepalkanpejabatbusuk nepalkanpejabatbusuk kapolri melawan presiden dan mk kesimpulannya apa', 'nepalkan pejabat busuk semakin hari negara semakin kacau polri berani melawan putusan mk dgn putusan kapolri yg menetapkan anggota polri boleh menduduki jabatan sipil pak msh presiden ri nepalkanpejabatbusuk nepalkanpejabatbusuk']"
157,11,157_air_pln_dilaporkan_tower,"['air', 'pln', 'dilaporkan', 'tower', 'kekurangan', 'kekurangankekurangan', 'brandan', 'emergency', 'penyelesaian', 'memasuki']","['penyelesaian dua emergency tower pangkalan brandan langsa memasuki tahap akhir pln mengerahkan seluruh petugas untuk memulihkan sistem kelistrikan aceh selain memantau progres pemulihan listrik direktur utama pln bersama presiden ri mengunjungi posko bencana aceh tamiang', 'penyelesaian dua emergency tower pangkalan brandan langsa memasuki tahap akhir pln mengerahkan seluruh petugas untuk memulihkan sistem kelistrikan aceh selain memantau progres pemulihan listrik direktur utama pln bersama presiden ri mengunjungi posko bencana aceh tamiang', 'penyelesaian dua emergency tower pangkalan brandan langsa memasuki tahap akhir pln mengerahkan seluruh petugas untuk memulihkan sistem kelistrikan aceh selain memantau progres pemulihan listrik direktur utama pln bersama presiden ri mengunjungi posko bencana aceh tamiang']"
158,11,158_baik_baru_lebih_tahun,"['baik', 'baru', 'lebih', 'tahun', 'melangkah', 'menyala', 'maju', 'semakin', 'semangat', 'semoga']","['selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik', 'selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik', 'selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik']"
159,11,159_km_lorong_patuhi_papan,"['km', 'lorong', 'patuhi', 'papan', 'ditutup', 'penyelenggaraan', 'awas', 'harap', 'tanda', 'maklum']","['hrs awas kerja penyelenggaraan km km arah selatan dari klia ke bandar serenia lorong kanan ditutup patuhi arahan papan tanda harap maklum', 'hrs awas kerja penyelenggaraan km km arah selatan dari alor pongsu ke bukit merah lorong kanan ditutup patuhi arahan papan tanda harap maklum', 'hrs awas kerja penyelenggaraan km km arah selatan dari alor pongsu ke bukit merah lorong kanan ditutup patuhi arahan papan tanda harap maklum']"
160,10,160_tersebut_tanggul_terulang_serupa,"['tersebut', 'tanggul', 'terulang', 'serupa', 'tunku', 'dikerahkan', 'menyoroti', 'pencegahan', 'khususnya', 'turut']","['sementara terkait percepatan perbaikan infrastruktur khususnya tanggul presiden turut menyoroti hal tersebut sebagai langkah pencegahan agar bencana serupa tidak terulang presiden menyatakan bahwa seluruh kekuatan negara dikerahkan untuk mendukung upaya tersebut', 'sementara terkait percepatan perbaikan infrastruktur khususnya tanggul presiden turut menyoroti hal tersebut sebagai langkah pencegahan agar bencana serupa tidak terulang presiden menyatakan bahwa seluruh kekuatan negara dikerahkan untuk mendukung upaya tersebut', 'sementara terkait percepatan perbaikan infrastruktur khususnya tanggul presiden turut menyoroti hal tersebut sebagai langkah pencegahan agar bencana serupa tidak terulang presiden menyatakan bahwa seluruh kekuatan negara dikerahkan untuk mendukung upaya tersebut']"
161,10,161_bahas_kumpulkan_percepatan_hunian,"['bahas', 'kumpulkan', 'percepatan', 'hunian', 'korban', 'sumatera', 'huniankorbanbencana', 'panggil', 'memulihkan', 'persiapan']","['presiden prabowo kumpulkan mentri bahas percepatan hunian korban bencana sumatera huniankorbanbencana memulihkan warga terdampak', 'presiden prabowo kumpulkan menteri bahas percepatan hunian korban bencana sumatera', 'presiden prabowo kumpulkan menteri bahas percepatan hunian korban bencana sumatera huniankorbanbencana memulihkan warga terdampak']"
